record_type,analysis_start,analysis_end,total_events,total_users,total_items,total_categories,buy_events,paying_users,repeat_buy_users,repeat_buy_rate,behavior_type,event_count,event_ratio,date,uv,active_items,pv,fav,cart,buy,hour,total_behavior_count,valid_conversion_count,conversion_to_buy_rate,funnel_order,one_time_buyers,r_score,f_score,segment,user_count,avg_recency_days,avg_frequency,cohort_date,day_number,retained_users,cohort_users,retention_rate,category_id,item_count,buy_pv_rate,item_id
product_daily,,,,,,,,,,,,1.0,,2017-12-03,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1591862.0
product_daily,,,,,,,,,,,,26.0,,2017-11-25,24.0,,23.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,22.0,,2017-11-26,20.0,,12.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,21.0,,2017-11-27,16.0,,18.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,17.0,,2017-11-28,15.0,,13.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,17.0,,2017-11-29,14.0,,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,31.0,,2017-11-30,23.0,,24.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,15.0,,2017-12-01,15.0,,9.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,15.0,,2017-12-02,13.0,,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,26.0,,2017-12-03,20.0,,22.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,1684440.0
product_daily,,,,,,,,,,,,19.0,,2017-11-25,19.0,,18.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,22.0,,2017-11-26,17.0,,19.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,24.0,,2017-11-27,22.0,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,20.0,,2017-11-28,18.0,,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,28.0,,2017-11-29,27.0,,25.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,44.0,,2017-11-30,41.0,,41.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,27.0,,2017-12-01,23.0,,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,16.0,,2017-12-02,13.0,,15.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,20.0,,2017-12-03,18.0,,19.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1699547.0
product_daily,,,,,,,,,,,,25.0,,2017-11-25,19.0,,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,29.0,,2017-11-26,25.0,,28.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,20.0,,2017-11-27,16.0,,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,31.0,,2017-11-28,22.0,,29.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,20.0,,2017-11-29,19.0,,19.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,24.0,,2017-11-30,20.0,,20.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,25.0,,2017-12-01,21.0,,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,25.0,,2017-12-02,21.0,,24.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,26.0,,2017-12-03,22.0,,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1773536.0
product_daily,,,,,,,,,,,,7.0,,2017-11-25,7.0,,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,12.0,,2017-11-26,11.0,,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,10.0,,2017-11-27,10.0,,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,20.0,,2017-11-28,20.0,,18.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,21.0,,2017-11-29,19.0,,19.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,32.0,,2017-11-30,32.0,,29.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,21.0,,2017-12-01,20.0,,20.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,43.0,,2017-12-02,43.0,,40.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,44.0,,2017-12-03,44.0,,43.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1819353.0
product_daily,,,,,,,,,,,,31.0,,2017-11-25,25.0,,29.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,24.0,,2017-11-26,18.0,,23.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,14.0,,2017-11-27,12.0,,13.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,20.0,,2017-11-28,19.0,,18.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,24.0,,2017-11-29,24.0,,23.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,21.0,,2017-11-30,19.0,,20.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,26.0,,2017-12-01,22.0,,23.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,24.0,,2017-12-02,18.0,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,16.0,,2017-12-03,15.0,,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1864347.0
product_daily,,,,,,,,,,,,35.0,,2017-11-25,28.0,,32.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,35.0,,2017-11-26,32.0,,32.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,31.0,,2017-11-27,26.0,,29.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,23.0,,2017-11-28,21.0,,21.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,18.0,,2017-11-29,13.0,,16.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,22.0,,2017-11-30,18.0,,20.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,17.0,,2017-12-01,16.0,,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,18.0,,2017-12-02,18.0,,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,14.0,,2017-12-03,14.0,,13.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1886236.0
product_daily,,,,,,,,,,,,31.0,,2017-11-25,30.0,,30.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,30.0,,2017-11-26,28.0,,28.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,21.0,,2017-11-27,21.0,,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,41.0,,2017-11-28,37.0,,40.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,38.0,,2017-11-29,36.0,,34.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,45.0,,2017-11-30,45.0,,42.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,30.0,,2017-12-01,30.0,,25.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,6.0,,2017-12-02,6.0,,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,4.0,,2017-12-03,4.0,,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1951985.0
product_daily,,,,,,,,,,,,20.0,,2017-11-25,14.0,,17.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,36.0,,2017-11-26,24.0,,32.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,19.0,,2017-11-27,18.0,,17.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,26.0,,2017-11-28,19.0,,25.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,28.0,,2017-11-29,22.0,,27.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,11.0,,2017-11-30,10.0,,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,13.0,,2017-12-01,11.0,,12.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,19.0,,2017-12-02,15.0,,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,34.0,,2017-12-03,28.0,,31.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1962765.0
product_daily,,,,,,,,,,,,18.0,,2017-11-25,15.0,,15.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,24.0,,2017-11-26,21.0,,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,15.0,,2017-11-27,13.0,,13.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,14.0,,2017-11-28,6.0,,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,28.0,,2017-11-29,18.0,,26.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,19.0,,2017-11-30,15.0,,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,21.0,,2017-12-01,17.0,,19.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,33.0,,2017-12-02,24.0,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,15.0,,2017-12-03,14.0,,14.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1989476.0
product_daily,,,,,,,,,,,,22.0,,2017-11-25,20.0,,19.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,50.0,,2017-11-26,38.0,,44.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,69.0,,2017-11-27,57.0,,67.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,60.0,,2017-11-28,45.0,,55.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,48.0,,2017-11-29,44.0,,41.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,54.0,,2017-11-30,51.0,,48.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,61.0,,2017-12-01,57.0,,60.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,68.0,,2017-12-02,64.0,,67.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,72.0,,2017-12-03,57.0,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2032668.0
product_daily,,,,,,,,,,,,35.0,,2017-11-25,27.0,,32.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,34.0,,2017-11-26,29.0,,32.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,22.0,,2017-11-27,17.0,,17.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,14.0,,2017-11-28,12.0,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,27.0,,2017-11-29,27.0,,26.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,18.0,,2017-11-30,16.0,,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,21.0,,2017-12-01,18.0,,19.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,16.0,,2017-12-02,14.0,,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,16.0,,2017-12-03,15.0,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2099112.0
product_daily,,,,,,,,,,,,24.0,,2017-11-25,24.0,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,20.0,,2017-11-26,20.0,,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,23.0,,2017-11-27,23.0,,21.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,16.0,,2017-11-28,15.0,,15.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,19.0,,2017-11-29,18.0,,18.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,23.0,,2017-11-30,22.0,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,20.0,,2017-12-01,20.0,,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,33.0,,2017-12-02,32.0,,31.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,21.0,,2017-12-03,19.0,,20.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2161188.0
product_daily,,,,,,,,,,,,19.0,,2017-11-25,14.0,,16.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,24.0,,2017-11-26,21.0,,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,30.0,,2017-11-27,18.0,,24.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,38.0,,2017-11-28,27.0,,36.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,28.0,,2017-11-29,22.0,,27.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,28.0,,2017-11-30,23.0,,27.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,38.0,,2017-12-01,28.0,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,38.0,,2017-12-02,26.0,,35.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,26.0,,2017-12-03,22.0,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2167765.0
product_daily,,,,,,,,,,,,14.0,,2017-11-25,8.0,,12.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,27.0,,2017-11-26,12.0,,25.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,32.0,,2017-11-27,23.0,,31.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,29.0,,2017-11-28,22.0,,29.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,40.0,,2017-11-29,26.0,,38.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,23.0,,2017-11-30,20.0,,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,20.0,,2017-12-01,15.0,,18.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,20.0,,2017-12-02,17.0,,19.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,20.0,,2017-12-03,17.0,,19.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2236861.0
product_daily,,,,,,,,,,,,12.0,,2017-11-26,10.0,,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,13.0,,2017-11-27,13.0,,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,24.0,,2017-11-28,23.0,,19.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,35.0,,2017-11-29,35.0,,27.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,39.0,,2017-11-30,39.0,,33.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,76.0,,2017-12-01,72.0,,69.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,70.0,,2017-12-02,65.0,,64.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,85.0,,2017-12-03,81.0,,68.0,9.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,2279428.0
product_daily,,,,,,,,,,,,21.0,,2017-11-25,18.0,,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,33.0,,2017-11-26,28.0,,32.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,9.0,,2017-11-27,8.0,,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,14.0,,2017-11-28,13.0,,13.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,14.0,,2017-11-29,13.0,,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,21.0,,2017-11-30,18.0,,18.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,28.0,,2017-12-01,28.0,,26.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,25.0,,2017-12-02,17.0,,22.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,23.0,,2017-12-03,20.0,,20.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2319849.0
product_daily,,,,,,,,,,,,42.0,,2017-11-25,41.0,,41.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,45.0,,2017-11-26,42.0,,40.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,45.0,,2017-11-27,42.0,,41.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,48.0,,2017-11-28,44.0,,43.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,60.0,,2017-11-29,52.0,,53.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,68.0,,2017-11-30,61.0,,59.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,54.0,,2017-12-01,46.0,,51.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,61.0,,2017-12-02,50.0,,54.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,67.0,,2017-12-03,60.0,,61.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2331370.0
product_daily,,,,,,,,,,,,132.0,,2017-11-25,112.0,,114.0,4.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,88.0,,2017-11-26,77.0,,79.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,25.0,,2017-11-27,20.0,,24.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,29.0,,2017-11-28,27.0,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,29.0,,2017-11-29,24.0,,26.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,21.0,,2017-11-30,19.0,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,31.0,,2017-12-01,30.0,,31.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,29.0,,2017-12-02,29.0,,29.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,27.0,,2017-12-03,26.0,,27.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2338453.0
product_daily,,,,,,,,,,,,26.0,,2017-11-25,24.0,,22.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,13.0,,2017-11-26,13.0,,12.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,19.0,,2017-11-27,19.0,,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,35.0,,2017-11-28,33.0,,32.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,30.0,,2017-11-29,28.0,,26.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,27.0,,2017-11-30,27.0,,24.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,21.0,,2017-12-01,21.0,,20.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,29.0,,2017-12-02,28.0,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,26.0,,2017-12-03,25.0,,24.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2353009.0
product_daily,,,,,,,,,,,,33.0,,2017-11-25,27.0,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,26.0,,2017-11-26,21.0,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,14.0,,2017-11-27,13.0,,11.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,19.0,,2017-11-28,16.0,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,21.0,,2017-11-29,13.0,,19.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,15.0,,2017-11-30,13.0,,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,15.0,,2017-12-01,13.0,,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,41.0,,2017-12-02,25.0,,36.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,21.0,,2017-12-03,11.0,,20.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2353750.0
product_daily,,,,,,,,,,,,62.0,,2017-11-25,51.0,,56.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,2364679.0
product_daily,,,,,,,,,,,,60.0,,2017-11-26,52.0,,54.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2364679.0
product_daily,,,,,,,,,,,,49.0,,2017-11-27,43.0,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,2364679.0
