item_id,hour,event_count,uv,pv,fav,cart,buy
1773536,9,5,5,4,0,0,1
1773536,10,12,11,11,0,1,0
1773536,11,15,14,13,0,2,0
1773536,12,12,11,12,0,0,0
1773536,13,25,20,24,0,0,1
1773536,14,16,13,15,0,1,0
1773536,15,12,11,12,0,0,0
1773536,16,4,4,4,0,0,0
1773536,17,2,2,2,0,0,0
1773536,18,1,1,1,0,0,0
1773536,19,3,3,3,0,0,0
1773536,21,1,1,1,0,0,0
1773536,22,4,4,4,0,0,0
1773536,23,9,6,8,0,1,0
1819353,0,12,11,12,0,0,0
1819353,1,8,8,8,0,0,0
1819353,2,8,8,7,0,1,0
1819353,3,11,11,10,0,0,1
1819353,4,9,9,8,1,0,0
1819353,5,18,18,18,0,0,0
1819353,6,15,15,15,0,0,0
1819353,7,9,9,9,0,0,0
1819353,8,12,12,11,0,1,0
1819353,9,13,13,12,0,1,0
1819353,10,10,9,10,0,0,0
1819353,11,7,7,7,0,0,0
1819353,12,14,13,12,1,1,0
1819353,13,13,13,12,0,0,1
1819353,14,16,15,14,0,2,0
1819353,15,15,15,13,0,2,0
1819353,16,7,7,6,0,1,0
1819353,18,1,1,1,0,0,0
1819353,19,1,1,1,0,0,0
1819353,21,1,1,1,0,0,0
1819353,22,3,3,3,0,0,0
1819353,23,7,7,7,0,0,0
1864347,0,8,8,8,0,0,0
1864347,1,9,8,8,1,0,0
1864347,2,13,11,11,1,1,0
1864347,3,8,7,6,1,1,0
1864347,4,8,7,8,0,0,0
1864347,5,21,20,19,2,0,0
1864347,6,13,11,13,0,0,0
1864347,7,10,9,9,1,0,0
1864347,8,14,8,13,1,0,0
1864347,9,7,7,7,0,0,0
1864347,10,3,3,3,0,0,0
1864347,11,13,9,13,0,0,0
1864347,12,12,12,11,1,0,0
1864347,13,13,12,13,0,0,0
1864347,14,17,17,16,1,0,0
1864347,15,12,12,11,0,1,0
1864347,16,8,8,8,0,0,0
1864347,17,3,2,2,1,0,0
1864347,18,3,3,3,0,0,0
1864347,19,1,1,1,0,0,0
1864347,23,4,4,4,0,0,0
1886236,0,12,11,10,0,2,0
1886236,1,2,2,2,0,0,0
1886236,2,11,10,11,0,0,0
1886236,3,21,19,20,0,1,0
1886236,4,8,8,8,0,0,0
1886236,5,14,13,14,0,0,0
1886236,6,6,6,6,0,0,0
1886236,7,13,12,11,0,2,0
1886236,8,7,7,6,1,0,0
1886236,9,10,8,9,0,1,0
1886236,10,8,7,8,0,0,0
1886236,11,22,16,21,0,1,0
1886236,12,20,18,18,1,1,0
1886236,13,22,19,17,1,4,0
1886236,14,12,12,11,0,0,1
1886236,15,4,4,4,0,0,0
1886236,16,5,5,5,0,0,0
1886236,17,2,2,2,0,0,0
1886236,19,1,1,1,0,0,0
1886236,20,2,2,2,0,0,0
1886236,21,3,3,3,0,0,0
1886236,22,3,3,3,0,0,0
1886236,23,5,5,5,0,0,0
1951985,0,12,12,11,1,0,0
1951985,1,7,7,6,0,1,0
1951985,2,16,15,15,1,0,0
1951985,3,10,10,9,0,1,0
1951985,4,11,11,10,0,1,0
1951985,5,12,12,11,0,1,0
1951985,6,14,14,14,0,0,0
1951985,7,16,16,16,0,0,0
1951985,8,17,17,17,0,0,0
1951985,9,10,10,10,0,0,0
1951985,10,9,9,8,0,1,0
1951985,11,16,15,13,1,2,0
1951985,12,14,12,12,1,1,0
1951985,13,15,15,14,1,0,0
1951985,14,13,13,13,0,0,0
1951985,15,18,15,16,1,1,0
1951985,16,9,9,9,0,0,0
1951985,17,3,3,3,0,0,0
1951985,18,4,4,3,0,1,0
1951985,19,2,2,2,0,0,0
1951985,20,1,1,1,0,0,0
1951985,21,3,3,3,0,0,0
1951985,22,6,6,5,1,0,0
1951985,23,8,8,8,0,0,0
1962765,0,10,9,10,0,0,0
1962765,1,2,2,1,1,0,0
1962765,2,10,6,10,0,0,0
1962765,3,7,6,5,0,2,0
1962765,4,12,11,12,0,0,0
1962765,5,8,8,8,0,0,0
1962765,6,14,14,13,1,0,0
1962765,7,9,9,9,0,0,0
1962765,8,10,9,10,0,0,0
1962765,9,12,9,12,0,0,0
1962765,10,12,11,10,1,1,0
1962765,11,16,10,15,0,0,1
1962765,12,19,14,18,0,1,0
1962765,13,18,13,17,0,0,1
1962765,14,10,9,9,0,0,1
1962765,15,8,7,7,0,1,0
1962765,16,6,4,5,0,0,1
1962765,17,1,1,1,0,0,0
1962765,18,1,1,1,0,0,0
1962765,19,1,1,1,0,0,0
1962765,21,3,2,1,1,1,0
1962765,22,6,5,5,0,1,0
1962765,23,11,10,11,0,0,0
1989476,0,6,6,5,0,1,0
1989476,1,7,7,7,0,0,0
1989476,2,8,7,8,0,0,0
1989476,3,4,4,4,0,0,0
1989476,4,6,5,5,0,1,0
1989476,5,17,10,15,0,2,0
1989476,6,10,9,10,0,0,0
1989476,7,8,6,7,0,1,0
1989476,8,15,13,14,0,1,0
1989476,9,2,1,2,0,0,0
1989476,10,11,10,10,0,1,0
1989476,11,17,13,15,2,0,0
1989476,12,19,16,18,0,0,1
1989476,13,15,14,15,0,0,0
1989476,14,18,13,17,0,1,0
1989476,15,9,8,9,0,0,0
1989476,16,3,3,3,0,0,0
1989476,20,2,2,2,0,0,0
1989476,21,2,2,1,1,0,0
1989476,22,1,1,1,0,0,0
1989476,23,7,7,5,0,2,0
2032668,0,20,19,18,1,1,0
2032668,1,25,24,25,0,0,0
2032668,2,35,31,31,2,2,0
2032668,3,33,31,32,1,0,0
2032668,4,33,24,30,0,2,1
2032668,5,30,29,27,0,2,1
2032668,6,26,24,25,0,0,1
2032668,7,32,23,28,0,4,0
2032668,8,32,29,30,0,2,0
2032668,9,22,18,20,2,0,0
2032668,10,18,17,18,0,0,0
2032668,11,22,18,20,2,0,0
2032668,12,38,33,36,2,0,0
2032668,13,36,30,32,1,3,0
2032668,14,32,31,31,0,1,0
2032668,15,19,19,18,0,1,0
2032668,16,21,20,21,0,0,0
2032668,17,6,6,6,0,0,0
2032668,18,5,5,4,1,0,0
2032668,19,2,2,2,0,0,0
2032668,21,2,2,2,0,0,0
2032668,22,5,5,4,1,0,0
2032668,23,10,9,9,0,0,1
2099112,0,7,6,6,1,0,0
2099112,1,12,9,12,0,0,0
2099112,2,9,7,8,0,1,0
2099112,3,14,11,13,0,1,0
2099112,4,7,7,6,0,1,0
2099112,5,14,12,14,0,0,0
2099112,6,10,10,10,0,0,0
2099112,7,12,12,11,0,1,0
2099112,8,11,10,10,0,1,0
2099112,9,9,9,8,0,1,0
2099112,10,10,8,9,0,1,0
2099112,11,12,12,9,1,2,0
2099112,12,17,13,15,0,2,0
2099112,13,18,16,17,1,0,0
2099112,14,19,17,17,0,2,0
2099112,15,11,10,10,0,1,0
2099112,16,4,3,4,0,0,0
2099112,17,2,2,2,0,0,0
2099112,18,2,1,2,0,0,0
2099112,19,1,1,1,0,0,0
2099112,22,1,1,1,0,0,0
2099112,23,1,1,1,0,0,0
2161188,0,8,8,8,0,0,0
2161188,1,7,7,7,0,0,0
2161188,2,10,10,9,1,0,0
2161188,3,7,7,7,0,0,0
2161188,4,6,6,5,0,1,0
2161188,5,14,13,14,0,0,0
2161188,6,21,20,21,0,0,0
2161188,7,7,7,6,0,1,0
2161188,8,6,6,6,0,0,0
2161188,9,6,6,6,0,0,0
2161188,10,8,8,8,0,0,0
2161188,11,5,5,5,0,0,0
2161188,12,14,12,14,0,0,0
2161188,13,25,25,22,2,1,0
2161188,14,15,14,13,1,1,0
2161188,15,14,14,12,2,0,0
2161188,16,6,6,6,0,0,0
2161188,17,4,4,4,0,0,0
2161188,18,3,3,3,0,0,0
2161188,19,1,1,1,0,0,0
2161188,20,4,4,3,0,1,0
2161188,21,1,1,1,0,0,0
2161188,22,2,2,2,0,0,0
2161188,23,5,5,5,0,0,0
2167765,0,12,11,12,0,0,0
2167765,1,15,12,14,0,1,0
2167765,2,14,9,14,0,0,0
2167765,3,11,9,10,1,0,0
2167765,4,14,12,14,0,0,0
2167765,5,13,12,13,0,0,0
2167765,6,16,14,14,1,0,1
2167765,7,14,9,13,1,0,0
2167765,8,8,7,7,0,0,1
2167765,9,15,14,12,2,1,0
2167765,10,22,18,18,1,0,3
2167765,11,12,10,11,0,1,0
2167765,12,13,12,12,0,0,1
2167765,13,19,17,17,0,1,1
2167765,14,23,20,22,0,1,0
2167765,15,15,14,15,0,0,0
2167765,16,9,9,8,1,0,0
2167765,17,6,6,5,0,1,0
2167765,18,3,3,3,0,0,0
2167765,19,2,2,2,0,0,0
2167765,20,1,1,1,0,0,0
2167765,22,3,2,3,0,0,0
2167765,23,9,8,9,0,0,0
2236861,0,19,11,17,0,1,1
2236861,1,10,9,10,0,0,0
2236861,2,15,11,14,1,0,0
2236861,3,11,9,10,0,1,0
2236861,4,4,4,4,0,0,0
2236861,5,16,13,15,0,1,0
2236861,6,11,8,11,0,0,0
2236861,7,17,13,17,0,0,0
2236861,8,11,7,11,0,0,0
2236861,9,9,7,9,0,0,0
2236861,10,10,6,10,0,0,0
2236861,11,9,9,9,0,0,0
2236861,12,19,17,16,1,1,1
2236861,13,20,12,18,0,1,1
2236861,14,14,12,14,0,0,0
2236861,15,14,14,14,0,0,0
2236861,16,4,3,4,0,0,0
2236861,17,3,3,3,0,0,0
2236861,18,1,1,1,0,0,0
2236861,19,1,1,1,0,0,0
2236861,21,2,1,1,0,1,0
2236861,22,3,2,3,0,0,0
2236861,23,2,1,2,0,0,0
2279428,0,7,7,6,1,0,0
2279428,1,14,14,10,2,2,0
2279428,2,15,13,9,3,3,0
2279428,3,17,17,16,0,1,0
2279428,4,24,23,22,1,1,0
2279428,5,29,27,23,3,3,0
2279428,6,25,23,23,1,1,0
2279428,7,19,19,17,1,1,0
2279428,8,17,17,14,2,1,0
2279428,9,11,11,10,1,0,0
2279428,10,28,27,27,0,1,0
2279428,11,27,25,21,2,4,0
2279428,12,22,22,16,4,2,0
2279428,13,26,26,22,1,3,0
2279428,14,35,34,31,2,2,0
2279428,15,12,12,12,0,0,0
2279428,16,10,10,9,0,1,0
2279428,17,5,5,4,0,1,0
2279428,18,1,1,1,0,0,0
2279428,19,1,1,1,0,0,0
2279428,20,1,1,1,0,0,0
2279428,22,2,2,2,0,0,0
2279428,23,6,6,6,0,0,0
2319849,0,7,6,7,0,0,0
2319849,1,10,9,9,1,0,0
2319849,2,8,8,8,0,0,0
2319849,3,16,11,16,0,0,0
2319849,4,15,11,13,0,2,0
2319849,5,5,5,4,0,1,0
2319849,6,9,7,8,0,1,0
2319849,7,9,9,9,0,0,0
2319849,8,10,8,10,0,0,0
2319849,9,8,8,7,1,0,0
2319849,10,2,2,2,0,0,0
2319849,11,16,14,13,1,1,1
2319849,12,8,8,7,0,1,0
2319849,13,11,10,11,0,0,0
2319849,14,20,19,18,0,2,0
2319849,15,24,21,23,0,1,0
2319849,16,7,7,7,0,0,0
2319849,22,1,1,1,0,0,0
2319849,23,2,2,2,0,0,0
2331370,0,18,17,15,0,2,1
2331370,1,18,17,15,2,1,0
2331370,2,20,16,19,1,0,0
2331370,3,24,22,22,2,0,0
2331370,4,20,17,17,0,3,0
2331370,5,28,26,27,1,0,0
2331370,6,21,21,20,1,0,0
2331370,7,31,29,29,1,0,1
2331370,8,32,28,30,0,1,1
2331370,9,26,25,25,0,1,0
2331370,10,28,25,25,1,2,0
2331370,11,28,28,25,0,3,0
2331370,12,36,32,33,0,3,0
2331370,13,47,42,43,1,3,0
2331370,14,31,30,29,1,1,0
2331370,15,31,30,28,0,3,0
2331370,16,11,11,8,2,1,0
2331370,17,2,2,1,0,1,0
2331370,18,1,1,1,0,0,0
2331370,19,1,1,1,0,0,0
2331370,20,5,3,3,1,1,0
2331370,21,2,2,2,0,0,0
2331370,22,9,8,8,0,1,0
2331370,23,20,18,17,2,1,0
2338453,0,12,12,12,0,0,0
2338453,1,21,19,18,1,2,0
2338453,2,21,21,19,0,2,0
2338453,3,18,16,16,1,1,0
2338453,4,18,18,16,1,1,0
2338453,5,32,31,28,0,2,2
2338453,6,28,27,26,1,1,0
2338453,7,31,26,27,2,1,1
2338453,8,26,25,25,0,1,0
2338453,9,19,19,18,1,0,0
2338453,10,35,29,30,1,4,0
2338453,11,37,33,32,2,1,2
2338453,12,28,25,28,0,0,0
2338453,13,31,29,28,1,2,0
2338453,14,21,20,20,0,1,0
2338453,15,11,11,11,0,0,0
2338453,16,5,5,5,0,0,0
2338453,17,3,3,3,0,0,0
2338453,18,1,1,1,0,0,0
2338453,19,1,1,1,0,0,0
2338453,21,2,2,2,0,0,0
2338453,22,2,2,2,0,0,0
2338453,23,8,8,8,0,0,0
2353009,0,6,6,5,0,1,0
2353009,1,12,12,10,1,0,1
2353009,2,10,10,10,0,0,0
2353009,3,12,11,10,1,1,0
2353009,4,13,13,11,0,2,0
2353009,5,15,14,15,0,0,0
2353009,6,10,10,10,0,0,0
2353009,7,6,6,4,2,0,0
2353009,8,9,9,9,0,0,0
2353009,9,11,11,11,0,0,0
2353009,10,5,5,5,0,0,0
2353009,11,14,12,12,1,1,0
2353009,12,21,21,19,1,0,1
2353009,13,23,23,22,1,0,0
2353009,14,23,21,19,0,4,0
2353009,15,14,14,12,1,1,0
2353009,16,6,5,5,0,1,0
2353009,17,3,3,2,0,1,0
2353009,18,1,1,1,0,0,0
2353009,20,2,2,2,0,0,0
2353009,22,5,5,5,0,0,0
2353009,23,5,5,5,0,0,0
2353750,0,4,4,4,0,0,0
2353750,1,7,6,6,0,1,0
2353750,2,15,13,15,0,0,0
2353750,3,21,15,20,0,1,0
2353750,4,4,3,3,1,0,0
2353750,5,19,14,16,3,0,0
2353750,6,10,9,9,1,0,0
2353750,7,17,11,15,1,1,0
2353750,8,9,8,9,0,0,0
2353750,9,3,3,2,1,0,0
2353750,10,10,8,10,0,0,0
2353750,11,13,10,12,0,1,0
2353750,12,14,12,13,0,1,0
2353750,13,10,10,9,0,1,0
2353750,14,27,20,25,1,1,0
2353750,15,16,12,15,0,1,0
2353750,16,3,2,3,0,0,0
2353750,22,1,1,1,0,0,0
2353750,23,2,2,1,0,1,0
2364679,0,6,6,5,1,0,0
2364679,1,19,17,15,1,3,0
2364679,2,10,8,9,1,0,0
2364679,3,16,14,14,1,1,0
2364679,4,10,10,10,0,0,0
2364679,5,19,19,17,1,1,0
2364679,6,18,16,14,1,3,0
2364679,7,17,14,17,0,0,0
2364679,8,11,10,10,0,1,0
2364679,9,17,15,15,2,0,0
2364679,10,20,16,15,2,3,0
2364679,11,16,15,14,2,0,0
2364679,12,19,18,18,1,0,0
2364679,13,21,18,20,0,1,0
2364679,14,23,18,20,2,1,0
2364679,15,21,17,21,0,0,0
2364679,16,8,8,7,1,0,0
2364679,17,5,4,5,0,0,0
2364679,18,6,6,6,0,0,0
2364679,19,1,1,1,0,0,0
2364679,20,1,1,1,0,0,0
2364679,23,3,3,2,0,1,0
2367945,7,351,271,351,0,0,0
2367945,13,1,1,1,0,0,0
2400640,0,14,14,14,0,0,0
2400640,1,11,10,11,0,0,0
2400640,2,9,9,9,0,0,0
2400640,3,13,13,12,1,0,0
2400640,4,16,16,16,0,0,0
2400640,5,18,18,17,1,0,0
2400640,6,11,11,11,0,0,0
2400640,7,14,14,14,0,0,0
2400640,8,15,14,15,0,0,0
2400640,9,11,11,11,0,0,0
2400640,10,9,9,9,0,0,0
2400640,11,8,8,8,0,0,0
2400640,12,17,16,16,0,1,0
2400640,13,10,10,10,0,0,0
2400640,14,26,26,24,1,1,0
2400640,15,8,8,8,0,0,0
2400640,16,9,9,9,0,0,0
2400640,17,4,4,4,0,0,0
2400640,18,3,1,3,0,0,0
2400640,22,1,1,1,0,0,0
2400640,23,3,3,3,0,0,0
2453685,0,14,14,12,0,1,1
2453685,1,23,23,20,1,2,0
2453685,2,12,12,12,0,0,0
2453685,3,17,16,14,1,2,0
2453685,4,17,16,14,0,2,1
2453685,5,20,19,16,1,3,0
2453685,6,20,19,20,0,0,0
2453685,7,14,14,13,1,0,0
2453685,8,18,18,17,0,1,0
2453685,9,16,15,16,0,0,0
2453685,10,15,15,15,0,0,0
2453685,11,21,20,20,0,1,0
2453685,12,31,30,25,3,2,1
2453685,13,25,23,22,1,1,1
2453685,14,34,30,27,6,1,0
2453685,15,19,19,19,0,0,0
2453685,16,12,12,11,0,1,0
2453685,17,5,5,4,0,1,0
2453685,18,4,4,3,0,1,0
2453685,19,4,4,4,0,0,0
2453685,20,4,4,4,0,0,0
2453685,22,10,10,8,2,0,0
2453685,23,15,10,15,0,0,0
2521928,0,9,9,7,0,2,0
2521928,1,10,10,9,1,0,0
2521928,2,8,8,6,2,0,0
2521928,3,12,11,11,0,0,1
2521928,4,15,14,15,0,0,0
2521928,5,16,14,14,0,1,1
2521928,6,10,10,9,0,1,0
2521928,7,17,13,15,0,1,1
2521928,8,14,14,13,0,1,0
2521928,9,11,11,7,0,4,0
2521928,10,11,10,11,0,0,0
2521928,11,12,11,12,0,0,0
2521928,12,15,15,15,0,0,0
2521928,13,25,24,23,2,0,0
2521928,14,20,18,18,1,0,1
2521928,15,15,14,12,1,2,0
2521928,16,4,4,3,0,1,0
2521928,17,3,3,3,0,0,0
2521928,18,2,2,0,0,2,0
2521928,20,1,1,1,0,0,0
2521928,21,1,1,1,0,0,0
2521928,22,1,1,1,0,0,0
2521928,23,8,7,8,0,0,0
2530033,0,7,5,7,0,0,0
2530033,1,6,6,6,0,0,0
2530033,2,11,6,11,0,0,0
2530033,3,8,8,7,0,1,0
2530033,4,8,8,7,1,0,0
2530033,5,16,15,14,0,2,0
2530033,6,10,9,10,0,0,0
2530033,7,5,4,4,0,1,0
2530033,8,9,8,8,1,0,0
2530033,9,16,14,15,0,1,0
2530033,10,12,12,11,1,0,0
2530033,11,13,11,12,0,1,0
2530033,12,17,16,16,0,1,0
2530033,13,17,16,16,0,1,0
2530033,14,8,8,8,0,0,0
2530033,15,8,6,7,0,1,0
2530033,16,1,1,1,0,0,0
2530033,17,3,3,3,0,0,0
2530033,18,1,1,1,0,0,0
2530033,21,2,1,1,0,1,0
2530033,22,1,1,1,0,0,0
2530033,23,8,8,8,0,0,0
2560262,0,21,16,17,1,2,1
2560262,1,8,8,6,0,1,1
2560262,2,12,11,12,0,0,0
2560262,3,11,9,8,0,3,0
2560262,4,13,9,12,0,1,0
2560262,5,14,11,12,0,2,0
2560262,6,17,14,16,0,0,1
2560262,7,14,11,10,0,2,2
2560262,8,15,13,10,0,2,3
2560262,9,27,21,23,1,2,1
2560262,10,15,13,14,0,0,1
2560262,11,26,20,20,1,3,2
2560262,12,20,15,17,0,3,0
2560262,13,24,20,21,1,1,1
2560262,14,34,21,27,0,5,2
2560262,15,13,11,13,0,0,0
2560262,16,9,6,8,0,1,0
2560262,17,4,4,3,0,1,0
2560262,19,2,2,1,1,0,0
2560262,22,1,1,1,0,0,0
2560262,23,7,6,6,0,1,0
2667082,0,8,8,7,1,0,0
2667082,1,7,6,6,0,0,1
2667082,2,7,7,6,1,0,0
2667082,3,5,5,5,0,0,0
2667082,4,4,4,4,0,0,0
2667082,5,10,10,10,0,0,0
2667082,6,14,13,12,1,1,0
2667082,7,11,11,11,0,0,0
2667082,8,18,16,15,1,2,0
2667082,9,9,9,8,1,0,0
2667082,10,9,9,8,1,0,0
2667082,11,12,11,12,0,0,0
2667082,12,19,18,17,0,2,0
2667082,13,27,26,22,1,3,1
2667082,14,14,14,12,1,0,1
2667082,15,8,8,8,0,0,0
2667082,16,6,6,6,0,0,0
2667082,17,3,3,3,0,0,0
2667082,18,5,5,3,0,1,1
2667082,20,2,2,2,0,0,0
2667082,21,1,1,1,0,0,0
2667082,22,4,4,3,0,1,0
2667082,23,7,7,7,0,0,0
2778083,0,6,5,5,0,1,0
2778083,1,9,7,9,0,0,0
2778083,2,8,8,8,0,0,0
2778083,3,12,9,11,1,0,0
2778083,4,12,6,12,0,0,0
2778083,5,7,7,7,0,0,0
2778083,6,16,11,15,1,0,0
2778083,7,20,15,17,2,1,0
2778083,8,14,12,14,0,0,0
2778083,9,7,6,6,0,1,0
2778083,10,8,6,8,0,0,0
2778083,11,14,11,12,1,1,0
2778083,12,11,9,9,1,1,0
2778083,13,22,18,21,1,0,0
2778083,14,26,15,23,0,3,0
2778083,15,10,8,7,3,0,0
2778083,16,5,5,4,0,1,0
2778083,17,1,1,1,0,0,0
2778083,20,1,1,1,0,0,0
2778083,22,3,3,3,0,0,0
2778083,23,2,2,2,0,0,0
2783905,0,13,11,13,0,0,0
2783905,1,16,12,15,0,1,0
2783905,2,11,8,11,0,0,0
2783905,3,14,13,12,1,0,1
2783905,4,11,10,10,1,0,0
2783905,5,12,12,10,2,0,0
2783905,6,14,10,13,1,0,0
2783905,7,17,14,13,1,3,0
2783905,8,14,14,12,1,1,0
2783905,9,14,11,14,0,0,0
2783905,10,13,12,9,1,3,0
2783905,11,11,10,9,1,1,0
2783905,12,12,11,12,0,0,0
2783905,13,21,14,18,1,2,0
2783905,14,20,16,18,1,1,0
2783905,15,16,10,15,0,1,0
2783905,16,9,8,9,0,0,0
2783905,17,2,2,2,0,0,0
2783905,18,4,3,4,0,0,0
2783905,19,2,2,2,0,0,0
2783905,20,1,1,1,0,0,0
2783905,21,2,1,2,0,0,0
2783905,22,4,4,4,0,0,0
2783905,23,3,3,3,0,0,0
2790543,0,3,3,3,0,0,0
2790543,1,12,7,10,1,1,0
2790543,2,10,9,8,2,0,0
2790543,3,3,3,3,0,0,0
2790543,4,10,9,9,0,1,0
2790543,5,26,22,24,0,1,1
2790543,6,20,15,20,0,0,0
2790543,7,22,14,20,0,1,1
2790543,8,16,16,16,0,0,0
2790543,9,22,12,20,0,2,0
2790543,10,15,10,14,1,0,0
2790543,11,25,21,22,1,1,1
2790543,12,17,12,16,0,0,1
2790543,13,23,21,19,2,2,0
2790543,14,27,20,24,1,1,1
2790543,15,31,25,29,0,2,0
2790543,16,18,11,17,0,1,0
2790543,17,1,1,0,0,0,1
2790543,19,1,1,1,0,0,0
2790543,20,5,2,4,0,0,1
2790543,22,3,3,3,0,0,0
2790543,23,4,4,4,0,0,0
2818406,0,14,13,10,2,2,0
2818406,1,16,15,14,1,0,1
2818406,2,11,11,10,1,0,0
2818406,3,16,14,14,0,1,1
2818406,4,16,15,15,1,0,0
2818406,5,12,10,10,1,0,1
2818406,6,20,18,20,0,0,0
2818406,7,22,22,21,1,0,0
2818406,8,19,15,17,0,2,0
2818406,9,18,18,15,1,2,0
2818406,10,18,18,16,1,1,0
2818406,11,17,16,14,1,2,0
2818406,12,27,27,22,2,3,0
2818406,13,36,29,34,1,1,0
2818406,14,33,32,29,2,2,0
2818406,15,19,19,13,4,2,0
2818406,16,14,11,14,0,0,0
2818406,17,9,9,8,0,1,0
2818406,18,1,1,1,0,0,0
2818406,19,4,4,3,0,1,0
2818406,20,5,2,4,0,0,1
2818406,21,2,2,2,0,0,0
2818406,22,7,7,5,1,1,0
2818406,23,14,13,13,1,0,0
2828948,0,14,13,13,0,1,0
2828948,1,14,10,14,0,0,0
2828948,2,13,12,12,0,1,0
2828948,3,14,12,11,0,2,1
2828948,4,14,14,10,3,1,0
2828948,5,14,10,13,0,1,0
2828948,6,9,9,7,1,1,0
2828948,7,14,12,13,1,0,0
2828948,8,8,5,7,1,0,0
2828948,9,18,17,17,1,0,0
2828948,10,5,5,5,0,0,0
2828948,11,13,12,12,1,0,0
2828948,12,13,13,13,0,0,0
2828948,13,12,12,12,0,0,0
2828948,14,24,20,21,0,3,0
2828948,15,16,14,15,1,0,0
2828948,16,5,5,5,0,0,0
2828948,17,3,3,3,0,0,0
2828948,18,2,2,2,0,0,0
2828948,19,1,1,1,0,0,0
2828948,21,3,2,2,0,1,0
2828948,22,4,4,4,0,0,0
2828948,23,6,6,6,0,0,0
2964774,0,4,4,2,0,1,1
2964774,1,13,7,10,0,1,2
2964774,2,8,7,4,0,3,1
2964774,3,16,12,15,0,0,1
2964774,4,12,9,9,0,0,3
2964774,5,9,8,8,0,1,0
2964774,6,10,5,9,0,1,0
2964774,7,19,11,16,0,2,1
2964774,8,8,8,7,0,0,1
2964774,9,12,6,10,0,1,1
2964774,10,16,11,16,0,0,0
2964774,11,10,8,9,0,1,0
2964774,12,14,12,13,0,0,1
2964774,13,12,10,10,0,2,0
2964774,14,9,9,7,0,1,1
2964774,15,8,7,4,0,4,0
2964774,16,5,4,4,0,0,1
2964774,17,1,1,1,0,0,0
2964774,18,1,1,1,0,0,0
2964774,20,1,1,1,0,0,0
2964774,21,1,1,1,0,0,0
2964774,22,3,3,2,0,0,1
2964774,23,7,6,6,0,1,0
3000506,0,13,13,10,1,2,0
3000506,1,13,13,12,0,1,0
3000506,2,4,4,3,1,0,0
3000506,3,9,9,9,0,0,0
3000506,4,9,9,9,0,0,0
3000506,5,7,7,5,1,1,0
3000506,6,12,12,11,0,1,0
3000506,7,10,10,10,0,0,0
3000506,8,10,10,10,0,0,0
3000506,9,9,8,9,0,0,0
3000506,10,10,10,9,0,1,0
3000506,11,9,9,9,0,0,0
3000506,12,14,14,13,1,0,0
3000506,13,19,19,19,0,0,0
3000506,14,16,16,16,0,0,0
3000506,15,6,6,6,0,0,0
3000506,16,3,3,3,0,0,0
3000506,17,4,4,4,0,0,0
3000506,18,1,1,1,0,0,0
3000506,19,1,1,1,0,0,0
3000506,20,1,1,1,0,0,0
3000506,21,1,1,1,0,0,0
3000506,22,2,2,1,1,0,0
3000506,23,6,6,6,0,0,0
3011437,0,13,11,11,1,1,0
3011437,1,24,16,22,2,0,0
3011437,2,12,9,10,2,0,0
3011437,3,18,15,18,0,0,0
3011437,4,10,9,8,1,1,0
3011437,5,18,11,17,1,0,0
3011437,6,10,7,9,0,0,1
3011437,7,14,12,14,0,0,0
3011437,8,11,10,11,0,0,0
3011437,9,13,13,13,0,0,0
3011437,10,11,9,9,0,2,0
3011437,11,15,15,14,0,1,0
3011437,12,17,15,17,0,0,0
3011437,13,15,14,15,0,0,0
3011437,14,21,17,19,0,2,0
3011437,15,12,12,11,1,0,0
3011437,16,6,6,6,0,0,0
3011437,17,2,2,2,0,0,0
3011437,19,1,1,1,0,0,0
3011437,20,1,1,1,0,0,0
3011437,21,1,1,1,0,0,0
3011437,22,5,5,4,0,1,0
3011437,23,11,7,11,0,0,0
3031354,0,23,19,21,0,1,1
3031354,1,21,17,19,0,2,0
3031354,2,25,21,24,0,0,1
3031354,3,20,19,19,0,1,0
3031354,4,24,20,18,0,4,2
3031354,5,28,21,25,0,1,2
3031354,6,23,13,20,0,2,1
3031354,7,24,22,24,0,0,0
3031354,8,27,21,23,0,3,1
3031354,9,26,23,20,0,5,1
3031354,10,39,26,35,0,2,2
3031354,11,32,28,28,0,3,1
3031354,12,25,21,23,0,2,0
3031354,13,40,31,33,1,5,1
3031354,14,29,26,21,2,4,2
3031354,15,28,25,21,1,5,1
3031354,16,10,10,10,0,0,0
3031354,17,6,6,6,0,0,0
3031354,18,2,2,2,0,0,0
3031354,19,4,3,4,0,0,0
3031354,20,1,1,1,0,0,0
3031354,21,8,4,8,0,0,0
3031354,22,5,5,5,0,0,0
3031354,23,13,11,11,0,2,0
3077270,0,6,6,5,0,1,0
3077270,1,8,7,6,0,2,0
3077270,2,5,5,4,0,1,0
3077270,3,5,5,5,0,0,0
3077270,4,14,13,11,0,3,0
3077270,5,6,5,6,0,0,0
3077270,6,18,13,15,1,2,0
3077270,7,10,10,9,0,1,0
3077270,8,10,9,10,0,0,0
3077270,9,12,10,11,0,0,1
3077270,10,11,11,9,1,1,0
3077270,11,14,14,12,0,2,0
3077270,12,15,13,15,0,0,0
3077270,13,18,16,18,0,0,0
3077270,14,22,14,18,1,2,1
3077270,15,13,13,12,1,0,0
3077270,16,8,7,8,0,0,0
3077270,17,2,2,2,0,0,0
