item_id,date,event_count,uv,pv,fav,cart,buy
3011437,2017-12-02,45,34,40,2,3,0
3011437,2017-12-03,37,28,36,1,0,0
3031354,2017-11-25,63,50,56,1,5,1
3031354,2017-11-26,47,41,42,1,4,0
3031354,2017-11-27,40,33,38,0,2,0
3031354,2017-11-28,60,40,51,0,6,3
3031354,2017-11-29,32,29,28,0,3,1
3031354,2017-11-30,57,48,48,0,6,3
3031354,2017-12-01,70,56,56,2,7,5
3031354,2017-12-02,49,38,43,0,5,1
3031354,2017-12-03,65,41,59,0,4,2
3077270,2017-11-25,11,11,9,1,1,0
3077270,2017-11-26,12,12,11,0,1,0
3077270,2017-11-27,18,16,16,0,2,0
3077270,2017-11-28,25,19,23,1,1,0
3077270,2017-11-29,17,17,15,1,1,0
3077270,2017-11-30,30,27,27,0,3,0
3077270,2017-12-01,32,23,26,1,5,0
3077270,2017-12-02,37,24,32,0,4,1
3077270,2017-12-03,33,27,28,2,2,1
3080593,2017-11-25,8,8,8,0,0,0
3080593,2017-11-26,23,15,22,0,1,0
3080593,2017-11-27,20,16,20,0,0,0
3080593,2017-11-28,14,13,14,0,0,0
3080593,2017-11-29,21,18,19,1,1,0
3080593,2017-11-30,21,14,20,1,0,0
3080593,2017-12-01,23,17,21,1,1,0
3080593,2017-12-02,28,19,23,2,3,0
3080593,2017-12-03,29,23,26,1,2,0
3159978,2017-11-25,14,14,13,1,0,0
3159978,2017-11-26,30,20,24,3,1,2
3159978,2017-11-27,36,25,34,1,1,0
3159978,2017-11-28,24,22,21,1,2,0
3159978,2017-11-29,33,30,30,2,1,0
3159978,2017-11-30,29,22,26,0,3,0
3159978,2017-12-01,33,25,30,1,2,0
3159978,2017-12-02,26,21,22,2,2,0
3159978,2017-12-03,52,32,47,3,2,0
3244134,2017-11-25,38,28,35,1,2,0
3244134,2017-11-26,16,15,14,0,2,0
3244134,2017-11-27,17,15,16,0,1,0
3244134,2017-11-28,37,19,33,0,4,0
3244134,2017-11-29,10,10,9,1,0,0
3244134,2017-11-30,28,21,26,0,2,0
3244134,2017-12-01,13,11,11,1,1,0
3244134,2017-12-02,21,16,16,0,4,1
3244134,2017-12-03,20,18,20,0,0,0
3330337,2017-11-25,19,18,16,2,1,0
3330337,2017-11-26,15,12,11,1,3,0
3330337,2017-11-27,38,36,35,1,2,0
3330337,2017-11-28,34,25,26,3,4,1
3330337,2017-11-29,28,25,21,4,3,0
3330337,2017-11-30,36,29,31,1,4,0
3330337,2017-12-01,33,27,31,0,2,0
3330337,2017-12-02,59,45,54,3,2,0
3330337,2017-12-03,26,23,24,0,2,0
3371523,2017-11-26,2,2,2,0,0,0
3371523,2017-11-27,2,2,2,0,0,0
3371523,2017-11-29,1,1,1,0,0,0
3371523,2017-11-30,368,282,368,0,0,0
3371523,2017-12-01,2,2,2,0,0,0
3371523,2017-12-02,1,1,1,0,0,0
3371523,2017-12-03,2,2,0,0,2,0
3403645,2017-11-25,15,14,14,0,1,0
3403645,2017-11-26,23,18,22,0,1,0
3403645,2017-11-27,21,18,18,2,1,0
3403645,2017-11-28,20,20,20,0,0,0
3403645,2017-11-29,34,24,32,1,1,0
3403645,2017-11-30,18,16,17,0,0,1
3403645,2017-12-01,30,28,27,2,1,0
3403645,2017-12-02,23,20,22,0,1,0
3403645,2017-12-03,31,23,28,2,1,0
3520504,2017-11-25,22,19,18,2,1,1
3520504,2017-11-26,46,42,43,1,2,0
3520504,2017-11-27,26,23,24,1,1,0
3520504,2017-11-28,33,30,29,2,2,0
3520504,2017-11-29,27,26,26,0,1,0
3520504,2017-11-30,31,30,29,1,1,0
3520504,2017-12-01,38,37,37,0,1,0
3520504,2017-12-02,47,40,45,0,1,1
3520504,2017-12-03,36,36,35,1,0,0
3529591,2017-11-25,35,24,33,2,0,0
3529591,2017-11-26,19,14,18,1,0,0
3529591,2017-11-27,30,23,26,0,4,0
3529591,2017-11-28,13,12,12,0,1,0
3529591,2017-11-29,23,18,22,1,0,0
3529591,2017-11-30,27,20,25,1,1,0
3529591,2017-12-01,33,27,32,0,1,0
3529591,2017-12-02,21,19,21,0,0,0
3529591,2017-12-03,23,15,20,1,1,1
3563468,2017-11-25,24,22,22,0,2,0
3563468,2017-11-26,23,22,19,1,3,0
3563468,2017-11-27,26,24,25,0,0,1
3563468,2017-11-28,26,25,23,1,1,1
3563468,2017-11-29,39,29,36,0,2,1
3563468,2017-11-30,37,33,29,2,4,2
3563468,2017-12-01,53,47,46,1,5,1
3563468,2017-12-02,54,48,50,1,2,1
3563468,2017-12-03,53,47,49,0,3,1
3685477,2017-11-25,26,18,25,0,0,1
3685477,2017-11-26,18,14,17,0,1,0
3685477,2017-11-27,12,9,11,0,1,0
3685477,2017-11-28,16,11,15,0,0,1
3685477,2017-11-29,17,14,14,0,2,1
3685477,2017-11-30,31,19,26,0,3,2
3685477,2017-12-01,28,19,24,0,1,3
3685477,2017-12-02,15,14,13,1,1,0
3685477,2017-12-03,28,17,23,1,1,3
3708121,2017-11-25,41,31,40,1,0,0
3708121,2017-11-26,91,26,86,0,3,2
3708121,2017-11-27,38,26,36,1,0,1
3708121,2017-11-28,31,22,26,2,3,0
3708121,2017-11-29,28,20,25,0,2,1
3708121,2017-11-30,39,23,36,0,3,0
3708121,2017-12-01,33,27,32,0,1,0
3708121,2017-12-02,32,28,31,1,0,0
3708121,2017-12-03,36,22,35,1,0,0
3715112,2017-11-25,18,17,16,2,0,0
3715112,2017-11-26,19,18,18,1,0,0
3715112,2017-11-27,26,18,21,0,3,2
3715112,2017-11-28,36,24,35,0,1,0
3715112,2017-11-29,30,20,26,1,1,2
3715112,2017-11-30,29,24,26,0,2,1
3715112,2017-12-01,27,22,24,1,1,1
3715112,2017-12-02,34,24,28,1,3,2
3715112,2017-12-03,39,31,35,1,2,1
3761770,2017-11-25,12,11,12,0,0,0
3761770,2017-11-26,23,21,21,2,0,0
3761770,2017-11-27,35,28,30,2,3,0
3761770,2017-11-28,8,8,8,0,0,0
3761770,2017-11-29,15,13,12,2,1,0
3761770,2017-11-30,19,17,18,1,0,0
3761770,2017-12-01,25,23,20,2,3,0
3761770,2017-12-02,36,35,31,3,2,0
3761770,2017-12-03,34,29,30,2,2,0
3836557,2017-11-25,22,20,20,1,1,0
3836557,2017-11-26,24,16,21,1,2,0
3836557,2017-11-27,16,14,15,0,1,0
3836557,2017-11-28,15,12,14,0,1,0
3836557,2017-11-29,34,27,31,2,1,0
3836557,2017-11-30,53,42,49,1,3,0
3836557,2017-12-01,34,27,32,0,2,0
3836557,2017-12-02,36,25,32,2,2,0
3836557,2017-12-03,13,13,13,0,0,0
3845720,2017-11-25,60,54,58,2,0,0
3845720,2017-11-26,54,41,51,1,2,0
3845720,2017-11-27,53,39,51,1,0,1
3845720,2017-11-28,44,40,40,1,3,0
3845720,2017-11-29,59,44,55,3,1,0
3845720,2017-11-30,66,53,62,1,3,0
3845720,2017-12-01,65,61,62,2,1,0
3845720,2017-12-02,59,54,55,2,2,0
3845720,2017-12-03,67,57,65,1,1,0
3920968,2017-11-25,39,27,36,0,3,0
3920968,2017-11-26,29,26,26,0,3,0
3920968,2017-11-27,32,26,31,0,1,0
3920968,2017-11-28,30,23,29,0,1,0
3920968,2017-11-29,27,23,26,0,0,1
3920968,2017-11-30,47,36,43,1,2,1
3920968,2017-12-01,53,46,51,1,1,0
3920968,2017-12-02,51,44,46,2,3,0
3920968,2017-12-03,26,22,25,0,1,0
3990990,2017-11-25,39,33,32,1,6,0
3990990,2017-11-26,20,18,18,1,1,0
3990990,2017-11-27,16,14,13,2,1,0
3990990,2017-11-28,16,14,14,0,2,0
3990990,2017-11-29,31,24,27,1,3,0
3990990,2017-11-30,21,19,21,0,0,0
3990990,2017-12-01,28,18,27,0,1,0
3990990,2017-12-02,14,9,13,0,1,0
3990990,2017-12-03,22,11,20,0,1,1
4091349,2017-11-25,35,30,31,0,3,1
4091349,2017-11-26,41,36,35,1,3,2
4091349,2017-11-27,28,26,24,2,2,0
4091349,2017-11-28,31,25,29,1,1,0
4091349,2017-11-29,29,25,28,0,1,0
4091349,2017-11-30,29,28,25,1,2,1
4091349,2017-12-01,45,36,43,1,1,0
4091349,2017-12-02,37,32,33,2,2,0
4091349,2017-12-03,30,26,25,3,2,0
4211339,2017-11-25,42,36,41,0,1,0
4211339,2017-11-26,50,46,46,2,2,0
4211339,2017-11-27,46,42,45,1,0,0
4211339,2017-11-28,41,40,38,1,2,0
4211339,2017-11-29,47,40,43,2,2,0
4211339,2017-11-30,50,48,47,0,3,0
4211339,2017-12-01,49,47,47,2,0,0
4211339,2017-12-02,47,44,42,0,5,0
4211339,2017-12-03,31,28,28,1,2,0
4293038,2017-11-25,22,15,21,0,0,1
4293038,2017-11-26,23,17,21,0,2,0
4293038,2017-11-27,19,17,19,0,0,0
4293038,2017-11-28,9,8,8,0,1,0
4293038,2017-11-29,26,15,24,0,2,0
4293038,2017-11-30,30,15,28,0,1,1
4293038,2017-12-01,14,12,11,3,0,0
4293038,2017-12-02,45,36,41,2,1,1
4293038,2017-12-03,21,20,19,1,1,0
4443059,2017-11-25,30,28,25,0,3,2
4443059,2017-11-26,47,37,47,0,0,0
4443059,2017-11-27,26,22,24,0,1,1
4443059,2017-11-28,30,28,26,0,4,0
4443059,2017-11-29,45,34,40,1,2,2
4443059,2017-11-30,48,45,47,0,1,0
4443059,2017-12-01,39,36,35,1,1,2
4443059,2017-12-02,40,34,40,0,0,0
4443059,2017-12-03,32,32,29,1,2,0
4491210,2017-11-25,28,23,27,1,0,0
4491210,2017-11-26,15,15,14,0,1,0
4491210,2017-11-27,29,23,26,1,2,0
4491210,2017-11-28,21,17,20,0,0,1
4491210,2017-11-29,18,14,18,0,0,0
4491210,2017-11-30,18,15,18,0,0,0
4491210,2017-12-01,21,16,19,0,2,0
4491210,2017-12-02,24,21,22,2,0,0
4491210,2017-12-03,26,21,24,1,1,0
4525461,2017-11-25,32,26,29,1,2,0
4525461,2017-11-26,15,13,14,1,0,0
4525461,2017-11-27,17,12,16,0,1,0
4525461,2017-11-28,21,17,19,1,1,0
4525461,2017-11-29,21,19,21,0,0,0
4525461,2017-11-30,17,14,15,0,2,0
4525461,2017-12-01,32,24,30,0,2,0
4525461,2017-12-02,25,21,24,1,0,0
4525461,2017-12-03,22,18,22,0,0,0
4550052,2017-11-25,16,13,12,3,1,0
4550052,2017-11-26,17,15,15,1,1,0
4550052,2017-11-27,16,14,16,0,0,0
4550052,2017-11-28,17,17,15,0,2,0
4550052,2017-11-29,22,20,21,0,1,0
4550052,2017-11-30,16,16,15,1,0,0
4550052,2017-12-01,29,27,28,0,1,0
4550052,2017-12-02,31,29,30,0,0,1
4550052,2017-12-03,26,25,24,0,1,1
4622270,2017-11-25,27,27,26,1,0,0
4622270,2017-11-26,24,24,23,0,1,0
4622270,2017-11-27,20,19,19,0,1,0
4622270,2017-11-28,21,20,21,0,0,0
4622270,2017-11-29,20,20,19,1,0,0
4622270,2017-11-30,31,31,28,1,1,1
4622270,2017-12-01,24,24,22,1,1,0
4622270,2017-12-02,28,27,27,1,0,0
4622270,2017-12-03,18,18,18,0,0,0
4649427,2017-11-25,39,32,35,2,2,0
4649427,2017-11-26,42,38,40,0,2,0
4649427,2017-11-27,24,24,22,1,1,0
4649427,2017-11-28,30,25,26,1,3,0
4649427,2017-11-29,41,34,39,0,2,0
4649427,2017-11-30,30,24,27,0,3,0
4649427,2017-12-01,48,39,44,1,3,0
4649427,2017-12-02,37,31,30,2,5,0
4649427,2017-12-03,38,31,37,0,1,0
4793966,2017-11-25,27,17,26,1,0,0
4793966,2017-11-26,18,15,18,0,0,0
4793966,2017-11-27,19,19,18,1,0,0
4793966,2017-11-28,14,13,12,1,1,0
4793966,2017-11-29,12,11,12,0,0,0
4793966,2017-11-30,20,19,19,1,0,0
4793966,2017-12-01,32,25,27,1,4,0
4793966,2017-12-02,35,29,33,1,1,0
4793966,2017-12-03,21,16,20,1,0,0
5128303,2017-11-25,25,19,24,0,1,0
5128303,2017-11-26,23,23,21,1,1,0
5128303,2017-11-27,22,18,20,1,1,0
5128303,2017-11-28,21,19,20,0,1,0
5128303,2017-11-29,34,27,34,0,0,0
5128303,2017-11-30,26,22,25,1,0,0
5128303,2017-12-01,35,28,32,3,0,0
5128303,2017-12-02,13,12,13,0,0,0
5128303,2017-12-03,19,14,17,1,1,0
